SigC,SigH,EpsC,EpsH,density
0.0683557448908686,0.1290371304247528,0.6035788068190217,0.1163861740380525,655.697
0.3305457597598433,0.2259988367212936,0.7600191940898076,0.051170280650258,833.212
0.3311301382258534,0.1294749721121043,1.0262395881891249,0.0973847038671374,889.399
0.0677710914984345,0.2264283471098169,0.3778666942099109,0.0401394201442599,653.003
0.1949650175869465,0.0474435228379443,0.8003619232676923,0.1226108092442155,664.162
0.2322076931595802,0.2915942850224673,0.4629349072204902,0.0598579132929444,451.004
0.2405530339106917,0.1017369866203516,0.1771024201977998,0.0724668629840016,657.94
0.1277329502627253,0.2712268799534068,1.0728917791990562,0.1250246467068791,557.486
0.1142114702612161,0.1775356149943545,0.632827123818919,0.0275523295626044,654.966
0.300803030654788,0.2126916455142199,0.7228376785164699,0.0949927255138755,804.732
0.2849879110231995,0.0632137503679841,0.5364689887870102,0.137762511074543,737.742
0.0972140999510884,0.3094848286127671,0.6880948712257667,0.0747752758860588,315.612
0.1587835982441902,0.1478091888921335,0.265825272045657,0.0822475858777761,659.661
0.2704398937523365,0.2426839043237268,1.0999993033057078,0.0252366556972265,749.013
0.2070073364302516,0.1591995879467576,0.8887745241641998,0.0433234218508005,682.405
0.1686028664931654,0.1964342780327424,0.4897397161224857,0.1091231570392847,692.682
0.0707046698778867,0.0859691144721582,0.93006008560881,0.0566517750918865,644.882
0.3328840497881173,0.2533386917449534,0.3432949836241081,0.1108502052724361,697.348
0.3478786084800958,0.0915051303328946,0.670245402123779,0.0335472478717565,844.079
0.0863253455609083,0.2632653020881116,0.5792730867372825,0.0889172955602407,575.22
0.1746642922982573,0.152471931932494,1.125489690876007,0.0664500352740287,668.211
0.2125181762501597,0.1855659665009006,0.2306620962360873,0.1310781529545784,700.376
0.2601304389536381,0.1320170797528699,0.5335779612641781,0.1203658317029476,712.689
0.1478528186678886,0.2398136396668851,0.8700413363581523,0.0621832840144634,642.141
0.0958425702527165,0.0778142193537205,0.3072180012095719,0.0996514759212732,645.16
0.2841621750965714,0.3114133920809254,0.9565545398144052,0.0378358582407236,474.697
0.304666082188487,0.1702750284122303,0.3956371903758495,0.051308854855597,749.053
0.1175261531025171,0.2012904034145176,0.9833640420323236,0.1161713260784745,694.655
0.140240672044456,0.1078064781632274,0.4374031519997864,0.0487031270191073,651.079
0.253680077753961,0.2816869659787044,0.8354762140421196,0.1038388354703784,548.295
0.2236550316214561,0.06151106125582,1.0291249822638928,0.0838405653461814,695.99
0.1869649447500705,0.292989917922765,0.1959145809398964,0.0236655941233038,441.017
0.0505779797211289,0.11421633865498,0.7589635459661483,0.1361328615620732,647.794
0.313313484378159,0.2240915581351146,0.6063740372637286,0.0763096531108021,789.37
0.3179836687631905,0.0538580493452027,0.2831444809133187,0.0362231161445379,731.778
0.0551365976221859,0.2851827769838274,1.113470608241856,0.101319762095809,480.668
0.1824043381027877,0.1230563043635338,0.549925415030308,0.063788865506649,654.825
0.2189874093048274,0.2328440452059731,0.7053993152447045,0.1186903992295265,693.036
0.2490118653513491,0.1796867295028641,0.912706328721158,0.128926287740469,754.218
0.1356806554831564,0.210539644178003,0.3297966480527073,0.0685171417891979,675.001
0.1220842166803777,0.0995900621693581,0.8752915410241111,0.0910471389442682,650.988
0.3093368208967149,0.2733747400483117,0.472401190477237,0.0314581052213907,645.595
0.2794579093344509,0.1414300785409286,0.7868746948434039,0.078461296595633,765.641
0.0910256383009255,0.2490641781277954,0.4456015376124531,0.1340659767761826,636.416
0.1526678065769374,0.0695970182325691,1.0088910167178138,0.0215359867736697,652.604
0.2648372220806777,0.3031003810232505,0.3643641427334397,0.0859294719621539,424.129
0.2172255494631826,0.0838492504702881,0.6462812144214287,0.1054517992958426,673.685
0.1794786901213229,0.2554552931971848,0.740145427687466,0.047034619115293,604.321
0.0815089679323136,0.1613152781631797,0.1944249048383906,0.1145655085518956,672.433
0.3431737883947789,0.1943218340938911,1.0863607191152869,0.0529845233634114,928.126
0.3376618220470845,0.1503220052849501,0.4200502728136256,0.0928525967523455,792.864
0.075448668655008,0.1877191556980833,0.8219769934244453,0.0296307290717959,658.403
0.1638614297844469,0.0936508994670584,0.3821532046729698,0.127157500423491,648.574
0.2022275754250586,0.2611162866763771,0.966026511605084,0.0703812027350068,596.335
0.2656595784239471,0.0714006203543394,0.7762818771323189,0.0582333489134907,735.349
0.1019575086422264,0.138434852537699,1.0425824110699815,0.0417418482527136,651.967
0.28976627336815,0.2333970466069877,0.2132180297408253,0.0957056459411978,694.898
0.2962063974700868,0.1099251543041318,1.1389429037770256,0.1124745479226112,840.107
0.1095798744820058,0.2795691766655073,0.2479707304533571,0.0549950894713401,492.77
0.1323670634068548,0.1681604935126379,0.687568889327161,0.1075209649652242,673.939
0.2451477230526507,0.2034040026701987,0.5927410314355045,0.0450022437423467,708.339
0.2368029366247356,0.1205945214983075,0.2937316504867747,0.027377006188035,666.544
0.1995985764078796,0.2177103568231687,0.9392202851600944,0.080168964639306,695.013
0.0631400858052075,0.0551286883549764,0.5162283872300759,0.0726421861350536,647.487
0.3265329149551689,0.299375260476023,0.8565397800996899,0.1398484073579311,575.191
0.3236370252445339,0.0986713195974007,0.5030703170631081,0.0543398899585008,786.74
0.0609090128913521,0.2745595848336816,0.9011433791054412,0.1131104636937379,536.559
0.1974418900907039,0.1806018820498138,0.337613299619779,0.0456409145891666,669.252
0.2341256290674209,0.2093594104899093,0.9253401512762532,0.1068721683323383,736.0
0.2433583965525031,0.1264093701774254,0.7014790560260414,0.0817460411787033,702.938
0.1299083514139056,0.2297612472549081,0.5488895473236217,0.0257879674434661,644.892
0.1070467758923769,0.0505095946285873,1.0943693228967488,0.1382584481686353,647.285
0.2941984888166189,0.2882619849098846,0.2611589215727523,0.0742146944254636,500.568
0.2924356320872903,0.1649313656846061,1.0597491955056786,0.0309835617616772,824.643
0.1041221247985959,0.1915019276738166,0.1649216008657589,0.0915117262676358,680.751
0.1562794297933578,0.0802368628103286,0.7282260468013584,0.0690412383899092,649.693
0.2685498081147671,0.2582704380033538,0.6372537314148619,0.1285149156674742,654.667
0.2042480094358325,0.0689453328410163,0.3647758214566856,0.1238680068776011,656.844
0.1663820197805762,0.3045524131655693,1.0141123600615187,0.0586523423716425,370.349
0.077897160872817,0.1420770023185759,0.4683768667098134,0.0961218986287713,655.007
0.3394613850861787,0.2476158458469435,0.8048402418037875,0.0413357213512063,815.99
0.3410171110183,0.1353498832825571,0.2078613147135823,0.1328276431187987,737.323
0.0788316693156957,0.2367480712933465,1.0420353459736331,0.0796822911128401,651.109
0.1765828093513846,0.0744818856799975,0.6021965573403985,0.0871550535038113,652.261
0.2623041145503521,0.0948378687743097,0.9952440227515996,0.0473217752948403,752.406
0.1506598889827728,0.2601995384497568,0.4084789207668975,0.1051546273007989,591.846
0.0892363028600811,0.1491397935235873,0.831230100800097,0.0526809368655085,654.71
0.276999188400805,0.1886321999952197,0.4321952927583828,0.1148499266430735,745.453
0.3115735437721014,0.0565785491932183,0.8584029714353382,0.1018531401455402,830.387
0.1249744553118944,0.2987215339569375,0.5209759553881361,0.0356997539103031,389.011
0.1383500231429934,0.1191482466170564,0.9605590262427924,0.1181734371930361,655.064
0.2511764904484153,0.2183594681769609,0.3121861322635785,0.0643249959498643,694.843
0.1842038922011852,0.2070220845369622,0.6575766505381092,0.1304008274525404,707.811
0.0571570226922631,0.1127383210370317,0.2345998369548469,0.0329280722141265,644.518
0.320504249818623,0.2759546807557345,1.1303891959561034,0.0895890134572982,705.982
0.3157631349749863,0.1742216001097112,0.7455347416130825,0.1169425105676055,838.062
0.0523763676173985,0.2157385127050802,0.650706883721426,0.0505550068244338,664.919
0.1889819147996604,0.1050557590508833,1.073217200798355,0.1030840669944882,670.034
0.226179068814963,0.2681763088330626,0.1822450274746865,0.0494697432592511,557.908
0.2559202210046351,0.0483929850403219,0.4510425551334395,0.0219705835357308,691.702
0.1431274914182722,0.2903818407757207,0.7913539480030536,0.0855455872789025,453.436
0.120194390323013,0.1285218059802428,0.35127420827616,0.0780174301192164,650.352
0.3068318388424813,0.2276455489024519,0.9967628429494796,0.1344442538544535,830.324
0.2816324790008366,0.0866483952570706,0.3241140220800415,0.0879172296822071,702.525
0.0938312423415482,0.2518559359041974,0.9079873290121556,0.0345373024046421,605.731
0.1460623617283999,0.158515691996552,0.485732729713805,0.1320654667168855,673.034
0.2576728406362235,0.1979206198304891,0.8876594503246247,0.065443552210927,752.325
0.2103626572526991,0.1442290280628949,1.1078415734736249,0.0622321759909391,689.042
0.1719858364202082,0.2454647557465359,0.2784771921444684,0.1202996032685041,645.614
0.0834260187111795,0.0667974971542134,0.7187825654214247,0.0377705359458923,648.898
0.3456509917043149,0.3066993620246648,0.5623469155352563,0.0997049504518509,529.888
0.2088057332672178,0.2388625817848369,0.5036273233223706,0.0833667369186878,658.558
0.1609493459574878,0.1822539927437901,1.1438433434806765,0.043504147529602,672.926
0.2878747214563191,0.2665818869424984,0.6748991921007633,0.0564839159697294,651.122
0.299012582655996,0.1169950655559077,0.6156678053544834,0.0392537384107709,772.172
0.1117538808844983,0.2205094029605389,0.7711417055688797,0.0982584296539425,682.552
0.2385417149402201,0.2965757729588076,1.055491829138994,0.1217242025956511,487.035
0.2293083573691546,0.1063258936265483,0.8177318258231505,0.1268322090432048,694.491
0.0656155635602772,0.1717593128103763,0.9779055577008052,0.0931722805276513,672.545
0.3284516734071075,0.200604319888167,0.3949958770323544,0.0293626442924141,773.822
0.3275553747080266,0.0705696516055613,0.8301887245066464,0.0827129990980029,851.576
0.1912527472712099,0.1403363870838657,0.988681257738173,0.1372916120663285,677.767
0.2284492530860006,0.2502241030037403,0.4057678844803943,0.075239781178534,634.532
0.2394399034790694,0.1622752844113856,0.5971906584974378,0.0571229322627186,699.683
0.1266488234512507,0.1932948255715891,0.752668254973553,0.1103854431584477,691.16
0.1132354912348091,0.0827431922415271,0.205007356307283,0.0428577509149909,647.877
0.2998747234232723,0.256627845197916,1.035329673529975,0.1095970818027854,735.345
0.2887366509996354,0.1240165546927601,0.2398155248161405,0.1230773738026619,700.208
0.1009360536001622,0.2318172807646915,1.1317550353547556,0.0593849536776542,651.923
0.1623951175250113,0.0527522351974621,0.5701503318045288,0.0969126387685537,648.811
0.2740061015821993,0.2863555730655789,0.6640107349647209,0.0406032314151525,549.649
0.2079465608112514,0.1005629396233707,0.9618120424397288,0.0280241946130991,679.492
0.1695679473690688,0.2723356088353321,0.3172889822335913,0.0945291147381067,538.602
0.0717813317663967,0.1785932821268215,0.864694163121283,0.0720004980266094,668.109
0.3340046641416847,0.2116998131349682,0.5234173133010045,0.1254974053800106,819.869
0.3465468612499535,0.1672001109728589,1.089853225554526,0.048230167850852,925.422
0.084873900283128,0.2044306349009275,0.2604926726931706,0.1043054004758596,690.499
0.1734697657637298,0.1110310965944081,0.6981503382332622,0.0517726656794548,654.493
0.2112224767915904,0.2783965087262913,0.5417109810682013,0.115699260532856,530.494
0.2567742229439318,0.0541559390434995,0.3370448024485259,0.1356692503392696,681.212
0.1446172305382788,0.3004145198315382,0.9209218203319236,0.076781517714262,388.658
0.0923489167355001,0.1216878366637975,0.4960196308132261,0.0843133244663477,649.865
0.2807710534892976,0.2165500556556508,0.8979425266286357,0.0231992296129465,778.044
0.3059703384526073,0.0926783942366018,0.4691551088307052,0.0659763682261109,755.354
0.1187121418304741,0.2621557901129127,0.8094702126516029,0.13154356662184,591.469
0.1416824351064861,0.1514155645314604,0.3715568293329327,0.0340117527171969,651.116
0.2550215261988341,0.1865590986115858,1.0170416392108423,0.0884463961049914,761.422
0.2270386704243719,0.1374747140789404,0.7329537987366318,0.09918671336025,692.463
0.1904660643078387,0.2344239229187369,0.6381297693127765,0.0383070149645209,651.761
0.0538244671188294,0.0725068067256361,1.0628063252814113,0.1208397569134831,646.549
0.3166587843559682,0.3166534037692472,0.1718304446788504,0.0617176135256886,332.864
0.3213661972433328,0.1467197851249948,0.5874836426543071,0.0210620763152837,803.15
0.0586388241499662,0.2438397855907678,0.677498022147268,0.0863951572030782,638.043
0.1856496458873152,0.0641904110778123,0.2533180175343528,0.0789260444045066,648.847
0.2223338900133967,0.3084411493567749,1.1491036655843256,0.1335948053002357,439.323
0.2503173001110553,0.084858752281405,0.8473864727085455,0.1141010175645351,720.442
0.1368654623627662,0.2545152710825205,0.509963163940236,0.0534554366767406,597.899
0.1235270889475941,0.1601555505860596,0.948343161281757,0.1059254524856806,666.482
0.3106771612539887,0.1954115572003648,0.2999664388347417,0.0465691915899515,740.818
0.2761028718203306,0.0463334372723475,0.9752100115602836,0.0633160925284028,777.808
0.0877888683229684,0.2927711409851908,0.3884486168544739,0.119156749881804,465.531
0.1491752622649073,0.1304312113765627,0.8128843392459675,0.0366867412254214,652.53
0.2614449923858046,0.2254059029025957,0.4138457027364521,0.100847911350429,712.596
0.2158926919102669,0.1764464878523722,0.218505633120425,0.0905833133682608,682.391
0.1780283518135547,0.2138478034064174,1.0526834891758858,0.0319301560148596,669.183
0.0803132617846131,0.1027139239553362,0.6145291253844276,0.1293992616608739,648.741
0.3418792696669697,0.270183477322571,0.7661512968719005,0.0680505915358662,727.065
0.3385998668149113,0.1089164315182715,0.3542481363574042,0.1079873151704669,770.979
0.0764149302616715,0.2805099778054282,1.0035884850680827,0.0445294703170657,489.475
0.1649369813501834,0.1693189172903075,0.4556871053742244,0.1120026976242661,678.729
0.2033492967486381,0.2023129757642746,0.7921467842064798,0.0554587149992585,688.598
0.2694094276055693,0.115305593939498,1.080140638693981,0.0731142373755574,775.397
0.1577635614201426,0.2229355283854529,0.1853167366433888,0.1393845822289586,695.005
0.1055702064186334,0.0605339917102828,0.746455413753353,0.0269104554876685,648.054
0.2933312993496656,0.2940331883430481,0.65547928458862,0.0806419381126761,527.092
0.2950943762436509,0.1535614638421684,0.7116496176091953,0.1276231852173805,791.631
0.108494639582932,0.1844102133763954,0.5590638014961034,0.069907291829586,671.667
0.1313922628760337,0.0905283374125137,1.1071908147400245,0.0923814257234335,651.946
0.2442182339727878,0.2643088491335511,0.2739765996377915,0.0300954773277044,592.671
0.2332269934937357,0.078924449333921,0.4825473820725455,0.0422127620130777,673.486
0.1959967767819762,0.3102366805328056,0.880624254220724,0.0952411554008722,385.474
0.0594267051666975,0.1310612452561035,0.3197412948893383,0.0577679209411144,646.314
0.3227755818516016,0.2408364886417985,0.9074644502840936,0.1247413693368435,810.549
0.3250879078172147,0.1573434898452833,0.3058311263542622,0.0695078105479478,752.588
0.0622413418255746,0.1990270279087126,0.951315936232172,0.1280419493466615,696.045
0.1987370268441736,0.0876755583640188,0.5271209611166268,0.0305115033686161,659.003
0.2353207373060286,0.2508960842406377,0.8674360649375245,0.0919755299389362,656.427
